onset	duration	trial_type	response_time	choice	self_value_c	self_value1	self_value2	stim_1	valence_1	setting_1	genre_1	stim_2	valence_2	setting_2	genre_2
216.333	0.000	self	0.888	1	0.051	0.051	-0.681	25	negative	futuristic	romance	10	positive	futuristic	romance
224.283	0.000	self	2.568	2	-0.681	-0.466	-0.681	1	positive	historical	romance	10	positive	futuristic	romance
232.767	0.000	self	0.752	2	0.466	0.051	0.466	26	negative	futuristic	romance	31	negative	futuristic	action
241.750	0.000	self	2.008	2	0.051	-0.466	0.051	1	positive	historical	romance	26	negative	futuristic	romance
249.000	0.000	self	1.705	1	0.466	0.466	-0.051	32	negative	futuristic	action	5	positive	historical	action
256.533	0.000	self	1.639	1	0.466	0.466	-0.681	32	negative	futuristic	action	12	positive	futuristic	romance
266.483	0.000	self	1.109	1	0.051	0.051	0.266	25	negative	futuristic	romance	18	negative	historical	romance
273.783	0.000	self	1.099	1	0.466	0.466	0.266	32	negative	futuristic	action	18	negative	historical	romance
283.400	0.000	self	2.196	2	-0.466	-0.681	-0.466	12	positive	futuristic	romance	1	positive	historical	romance
292.050	0.000	self	0.769	1	0.681	0.681	-0.266	24	negative	historical	action	13	positive	futuristic	action
300.300	0.000	self	0.832	2	0.681	-0.466	0.681	1	positive	historical	romance	21	negative	historical	action
309.983	0.000	self	1.583	1	0.266	0.266	-0.466	18	negative	historical	romance	1	positive	historical	romance
317.967	0.000	self	1.040	1	0.266	0.266	-0.466	17	negative	historical	romance	1	positive	historical	romance
327.233	0.000	self	1.839	2	-0.051	0.466	-0.051	32	negative	futuristic	action	8	positive	historical	action
336.000	0.000	self	0.831	2	0.681	-0.681	0.681	10	positive	futuristic	romance	21	negative	historical	action
343.200	0.000	self	1.622	1	-0.051	-0.051	-0.681	5	positive	historical	action	10	positive	futuristic	romance
351.633	0.000	self	0.917	1	0.466	0.466	-0.681	32	negative	futuristic	action	10	positive	futuristic	romance
359.950	0.000	self	1.936	1	0.266	0.266	-0.051	17	negative	historical	romance	5	positive	historical	action
367.533	0.000	self	1.645	2	-0.051	0.051	-0.051	25	negative	futuristic	romance	8	positive	historical	action
376.617	0.000	self	1.012	2	0.466	-0.466	0.466	1	positive	historical	romance	31	negative	futuristic	action
383.633	0.000	self	1.981	2	0.266	-0.681	0.266	10	positive	futuristic	romance	18	negative	historical	romance
393.233	0.000	self	1.042	1	-0.051	-0.051	-0.466	8	positive	historical	action	1	positive	historical	romance
400.467	0.000	self	0.787	1	0.681	0.681	-0.466	24	negative	historical	action	1	positive	historical	romance
408.817	0.000	self	1.429	2	0.051	0.266	0.051	17	negative	historical	romance	25	negative	futuristic	romance
417.483	0.000	self	1.176	1	0.466	0.466	0.266	32	negative	futuristic	action	17	negative	historical	romance
424.583	0.000	self	2.076	2	-0.681	-0.266	-0.681	15	positive	futuristic	action	12	positive	futuristic	romance
432.000	0.000	self	1.223	1	-0.051	-0.051	-0.466	8	positive	historical	action	3	positive	historical	romance
440.233	0.000	self	1.649	2	0.466	-0.051	0.466	5	positive	historical	action	31	negative	futuristic	action
449.733	0.000	self	1.042	2	0.681	-0.466	0.681	3	positive	historical	romance	21	negative	historical	action
458.867	0.000	self	0.825	1	0.466	0.466	0.051	32	negative	futuristic	action	26	negative	futuristic	romance
466.333	0.000	self	1.498	2	0.681	0.466	0.681	31	negative	futuristic	action	21	negative	historical	action
