onset	duration	trial_type	response_time	choice	self_value_c	self_value1	self_value2	stim_1	valence_1	setting_1	genre_1	stim_2	valence_2	setting_2	genre_2
249.000	0.000	self	1.935	1	0.162	0.162	-0.162	20	negative	historical	romance	16	positive	futuristic	action
256.533	0.000	self	1.332	1	0.286	0.286	-0.162	23	negative	historical	action	16	positive	futuristic	action
266.483	0.000	self	1.557	1	0.286	0.286	0.162	23	negative	historical	action	19	negative	historical	romance
273.783	0.000	self	1.631	1	-0.020	-0.020	-0.162	8	positive	historical	action	14	positive	futuristic	action
283.400	0.000	self	2.420	1	-0.145	-0.145	-0.020	1	positive	historical	romance	8	positive	historical	action
292.050	0.000	self	1.275	1	0.145	0.145	-0.020	30	negative	futuristic	action	8	positive	historical	action
300.300	0.000	self	1.865	2	0.286	-0.286	0.286	12	positive	futuristic	romance	23	negative	historical	action
309.983	0.000	self	1.724	1	0.145	0.145	0.020	30	negative	futuristic	action	26	negative	futuristic	romance
317.967	0.000	self	2.238	1	0.145	0.145	-0.286	30	negative	futuristic	action	12	positive	futuristic	romance
327.233	0.000	self	2.064	2	0.162	-0.020	0.162	8	positive	historical	action	20	negative	historical	romance
336.000	0.000	self	1.712	1	0.145	0.145	0.162	30	negative	futuristic	action	19	negative	historical	romance
343.200	0.000	self	1.513	1	0.286	0.286	-0.145	23	negative	historical	action	3	positive	historical	romance
351.633	0.000	self	1.459	1	-0.145	-0.145	0.020	3	positive	historical	romance	27	negative	futuristic	romance
359.950	0.000	self	1.850	1	-0.020	-0.020	-0.286	7	positive	historical	action	12	positive	futuristic	romance
367.533	0.000	self	1.377	2	0.286	0.020	0.286	26	negative	futuristic	romance	24	negative	historical	action
376.617	0.000	self	1.491	2	-0.286	0.020	-0.286	26	negative	futuristic	romance	11	positive	futuristic	romance
383.633	0.000	self	1.727	2	-0.145	-0.020	-0.145	7	positive	historical	action	1	positive	historical	romance
393.233	0.000	self	1.363	1	-0.286	-0.286	-0.162	11	positive	futuristic	romance	14	positive	futuristic	action
400.467	0.000	self	1.381	1	0.162	0.162	-0.162	19	negative	historical	romance	16	positive	futuristic	action
408.817	0.000	self	0.896	1	0.286	0.286	0.145	24	negative	historical	action	30	negative	futuristic	action
417.483	0.000	self	1.288	2	0.145	-0.020	0.145	7	positive	historical	action	30	negative	futuristic	action
424.583	0.000	self	2.266	2	0.145	-0.145	0.145	3	positive	historical	romance	30	negative	futuristic	action
432.000	0.000	self	0.913	2	0.286	-0.162	0.286	14	positive	futuristic	action	24	negative	historical	action
440.233	0.000	self	2.648	1	-0.162	-0.162	0.020	14	positive	futuristic	action	26	negative	futuristic	romance
449.733	0.000	self	1.429	1	0.286	0.286	-0.145	24	negative	historical	action	1	positive	historical	romance
458.867	0.000	self	0.814	1	0.145	0.145	0.286	32	negative	futuristic	action	23	negative	historical	action
466.333	0.000	self	1.255	1	0.286	0.286	0.145	23	negative	historical	action	30	negative	futuristic	action
