onset	duration	trial_type	response_time	choice	outcome	PE	Value_c	Value1	Value2	W1	W2	W3	stim_1	valence_1	setting_1	genre_1	stim_2	valence_2	setting_2	genre_2
252.000	0.000	self	1.465	2	1.000	0.992	0.008	0.003	0.008	-0.003	-0.014	0.008	16	positive	futuristic	action	32	negative	futuristic	action
264.150	0.000	self	1.857	1	0.000	-0.016	0.016	0.016	0.006	-0.006	-0.017	0.005	12	positive	futuristic	romance	16	positive	futuristic	action
277.433	0.000	self	1.488	1	1.000	1.006	-0.006	-0.006	-0.017	-0.006	-0.017	0.005	17	negative	historical	romance	3	positive	historical	romance
289.417	0.000	self	1.898	2	1.000	1.014	-0.014	-0.030	-0.014	-0.009	-0.014	0.008	7	positive	historical	action	4	positive	historical	romance
299.750	0.000	self	1.525	1	1.000	1.005	-0.005	-0.005	0.016	-0.006	-0.011	0.011	4	positive	historical	romance	12	positive	futuristic	romance
312.150	0.000	self	1.440	1	1.000	1.019	-0.019	-0.019	-0.025	-0.003	-0.008	0.014	22	negative	historical	action	8	positive	historical	action
325.250	0.000	self	1.799	1	1.000	0.978	0.022	0.022	-0.012	-0.006	-0.005	0.011	26	negative	futuristic	romance	14	positive	futuristic	action
338.600	0.000	self	2.498	2	0.000	0.014	-0.014	-0.030	-0.014	-0.008	-0.008	0.014	7	positive	historical	action	14	positive	futuristic	action
350.383	0.000	self	1.276	2	1.000	0.997	0.003	-0.030	0.003	-0.008	-0.008	0.014	7	positive	historical	action	30	negative	futuristic	action
362.350	0.000	self	1.588	1	1.000	0.989	0.011	0.011	-0.033	-0.011	-0.011	0.011	17	negative	historical	romance	8	positive	historical	action
374.383	0.000	self	1.417	1	1.000	0.964	0.036	0.036	-0.020	-0.014	-0.008	0.014	25	negative	futuristic	romance	16	positive	futuristic	action
385.200	0.000	self	2.149	1	1.000	0.977	0.023	0.023	-0.044	-0.017	-0.011	0.016	17	negative	historical	romance	7	positive	historical	action
397.817	0.000	self	1.668	1	0.000	-0.008	0.008	0.008	-0.008	-0.020	-0.008	0.019	32	negative	futuristic	action	4	positive	historical	romance
411.017	0.000	self	1.706	1	1.000	0.992	0.008	0.008	0.031	-0.020	-0.008	0.019	11	positive	futuristic	romance	17	negative	historical	romance
424.650	0.000	self	1.667	1	1.000	1.005	-0.005	-0.005	-0.016	-0.017	-0.011	0.022	3	positive	historical	romance	23	negative	historical	action
435.850	0.000	self	1.744	1	0.000	0.031	-0.031	-0.031	0.031	-0.014	-0.008	0.025	16	positive	futuristic	action	19	negative	historical	romance
446.783	0.000	self	1.985	2	0.000	-0.047	0.047	0.031	0.047	-0.014	-0.008	0.025	17	negative	historical	romance	26	negative	futuristic	romance
460.067	0.000	self	1.492	2	0.000	0.003	-0.003	0.019	-0.003	-0.014	-0.008	0.025	12	positive	futuristic	romance	32	negative	futuristic	action
471.000	0.000	self	1.532	1	0.000	0.003	-0.003	-0.003	0.019	-0.014	-0.008	0.025	30	negative	futuristic	action	12	positive	futuristic	romance
483.133	0.000	self	1.123	2	1.000	0.981	0.019	-0.031	0.019	-0.014	-0.008	0.025	14	positive	futuristic	action	11	positive	futuristic	romance
497.150	0.000	self	1.231	1	0.000	-0.006	0.006	0.006	0.028	-0.011	-0.011	0.027	4	positive	historical	romance	19	negative	historical	romance
510.850	0.000	self	1.252	2	1.000	0.951	0.049	-0.028	0.049	-0.011	-0.011	0.027	14	positive	futuristic	action	25	negative	futuristic	romance
522.933	0.000	self	1.609	1	0.000	0.030	-0.030	-0.030	0.030	-0.014	-0.013	0.030	23	negative	historical	action	17	negative	historical	romance
534.900	0.000	self	1.634	1	1.000	0.970	0.030	0.030	-0.003	-0.014	-0.013	0.030	19	negative	historical	romance	32	negative	futuristic	action
548.483	0.000	self	1.370	1	1.000	1.006	-0.006	-0.006	-0.060	-0.016	-0.010	0.033	32	negative	futuristic	action	8	positive	historical	action
560.533	0.000	self	1.166	1	1.000	0.976	0.024	0.024	0.003	-0.019	-0.013	0.030	11	positive	futuristic	romance	30	negative	futuristic	action
573.217	0.000	self	0.929	1	1.000	0.968	0.032	0.032	-0.065	-0.017	-0.016	0.033	11	positive	futuristic	romance	7	positive	historical	action
585.733	0.000	self	0.944	1	1.000	0.959	0.041	0.041	-0.041	-0.014	-0.019	0.035	11	positive	futuristic	romance	23	negative	historical	action
597.733	0.000	self	1.969	2	0.000	0.049	-0.049	-0.006	-0.049	-0.011	-0.022	0.038	32	negative	futuristic	action	22	negative	historical	action
609.183	0.000	self	1.317	2	1.000	0.929	0.071	0.028	0.071	-0.011	-0.021	0.038	17	negative	historical	romance	25	negative	futuristic	romance
620.633	0.000	self	1.268	2	1.000	0.997	0.003	-0.051	0.003	-0.014	-0.024	0.041	23	negative	historical	action	4	positive	historical	romance
633.117	0.000	self	1.559	2	1.000	1.011	-0.011	-0.054	-0.011	-0.011	-0.021	0.043	23	negative	historical	action	32	negative	futuristic	action
645.617	0.000	self	1.285	1	1.000	1.030	-0.030	-0.030	-0.079	-0.014	-0.024	0.041	14	positive	futuristic	action	8	positive	historical	action
655.917	0.000	self	1.269	2	0.000	0.000	-0.000	0.076	-0.000	-0.011	-0.027	0.038	26	negative	futuristic	romance	4	positive	historical	romance
668.317	0.000	self	1.298	2	0.000	0.022	-0.022	0.022	-0.022	-0.011	-0.027	0.038	17	negative	historical	romance	14	positive	futuristic	action
678.700	0.000	self	1.757	1	1.000	0.924	0.076	0.076	0.054	-0.011	-0.027	0.038	25	negative	futuristic	romance	11	positive	futuristic	romance
