onset	duration	trial_type	response_time	choice	outcome	PE	Value_c	Value1	Value2	W1	W2	W3	stim_1	valence_1	setting_1	genre_1	stim_2	valence_2	setting_2	genre_2
208.283	0.000	self	1.755	2	0.000	0.497	-0.497	-0.541	-0.497	-0.105	0.414	-0.022	11	positive	futuristic	romance	14	positive	futuristic	action
220.483	0.000	self	1.414	2	1.000	1.340	-0.340	-0.472	-0.340	-0.097	0.406	-0.030	14	positive	futuristic	action	26	negative	futuristic	romance
232.533	0.000	self	1.832	1	1.000	0.506	0.494	0.494	0.257	-0.119	0.384	-0.008	18	negative	historical	romance	3	positive	historical	romance
244.750	0.000	self	1.783	1	1.000	0.735	0.265	0.265	-0.265	-0.127	0.392	-0.000	1	positive	historical	romance	31	negative	futuristic	action
257.100	0.000	self	1.041	1	1.000	0.722	0.278	0.278	-0.531	-0.115	0.404	0.012	6	positive	historical	action	14	positive	futuristic	action
268.767	0.000	self	1.417	2	1.000	0.481	0.519	-0.313	0.519	-0.103	0.416	-0.000	29	negative	futuristic	action	18	negative	historical	romance
281.550	0.000	self	2.325	1	1.000	1.321	-0.321	-0.321	-0.543	-0.111	0.424	0.008	31	negative	futuristic	action	14	positive	futuristic	action
293.550	0.000	self	1.775	1	1.000	0.451	0.549	0.549	0.521	-0.133	0.402	-0.014	21	negative	historical	action	17	negative	historical	romance
303.983	0.000	self	2.006	1	0.000	-0.291	0.291	0.291	0.529	-0.140	0.410	-0.021	7	positive	historical	action	17	negative	historical	romance
315.700	0.000	self	1.154	1	1.000	0.434	0.566	0.566	-0.533	-0.145	0.405	-0.016	24	negative	historical	action	13	positive	futuristic	action
328.900	0.000	self	1.038	1	1.000	0.413	0.587	0.587	0.237	-0.152	0.412	-0.023	24	negative	historical	action	3	positive	historical	romance
340.067	0.000	self	1.119	2	1.000	0.392	0.608	-0.291	0.608	-0.159	0.419	-0.030	27	negative	futuristic	romance	24	negative	historical	action
354.183	0.000	self	2.187	1	0.000	-0.297	0.297	0.297	0.224	-0.165	0.425	-0.037	7	positive	historical	action	3	positive	historical	romance
365.717	0.000	self	1.066	1	1.000	0.441	0.559	0.559	0.219	-0.170	0.420	-0.032	17	negative	historical	romance	1	positive	historical	romance
377.000	0.000	self	2.096	2	0.000	0.226	-0.226	-0.275	-0.226	-0.177	0.428	-0.025	27	negative	futuristic	romance	31	negative	futuristic	action
388.750	0.000	self	2.432	2	0.000	0.272	-0.272	-0.215	-0.272	-0.181	0.424	-0.028	31	negative	futuristic	action	26	negative	futuristic	romance
399.983	0.000	self	0.801	2	1.000	0.371	0.629	-0.581	0.629	-0.185	0.420	-0.024	14	positive	futuristic	action	24	negative	historical	action
413.000	0.000	self	1.017	2	1.000	0.413	0.587	-0.264	0.587	-0.191	0.426	-0.030	26	negative	futuristic	romance	18	negative	historical	romance
423.283	0.000	self	1.643	1	1.000	0.346	0.654	0.654	0.258	-0.198	0.432	-0.023	24	negative	historical	action	7	positive	historical	action
434.750	0.000	self	0.824	1	1.000	0.387	0.613	0.613	-0.671	-0.204	0.438	-0.029	18	negative	historical	romance	10	positive	futuristic	romance
447.200	0.000	self	2.358	2	1.000	0.743	0.257	0.212	0.257	-0.210	0.444	-0.022	3	positive	historical	romance	6	positive	historical	action
460.500	0.000	self	1.125	2	1.000	0.776	0.224	-0.689	0.224	-0.198	0.457	-0.035	10	positive	futuristic	romance	1	positive	historical	romance
472.600	0.000	self	1.568	1	1.000	0.368	0.632	0.632	0.306	-0.185	0.469	-0.022	18	negative	historical	romance	7	positive	historical	action
484.783	0.000	self	0.888	2	1.000	0.318	0.682	0.268	0.682	-0.191	0.475	-0.016	1	positive	historical	romance	24	negative	historical	action
499.117	0.000	self	1.057	1	1.000	0.344	0.656	0.656	-0.263	-0.196	0.480	-0.021	17	negative	historical	romance	31	negative	futuristic	action
514.017	0.000	self	0.932	1	1.000	0.700	0.300	0.300	-0.673	-0.202	0.486	-0.015	7	positive	historical	action	14	positive	futuristic	action
525.883	0.000	self	0.961	2	1.000	0.666	0.334	-0.334	0.334	-0.191	0.498	-0.027	27	negative	futuristic	romance	6	positive	historical	action
539.517	0.000	self	1.044	2	1.000	0.350	0.650	0.726	0.650	-0.180	0.508	-0.038	21	negative	historical	action	18	negative	historical	romance
551.417	0.000	self	1.926	1	1.000	0.333	0.667	0.667	-0.667	-0.185	0.514	-0.032	17	negative	historical	romance	13	positive	futuristic	action
563.183	0.000	self	1.943	1	1.000	1.355	-0.355	-0.355	-0.684	-0.191	0.520	-0.027	27	negative	futuristic	romance	13	positive	futuristic	action
574.917	0.000	self	2.717	1	1.000	0.294	0.706	0.706	-0.289	-0.213	0.497	-0.005	17	negative	historical	romance	26	negative	futuristic	romance
585.933	0.000	self	0.779	1	1.000	0.280	0.720	0.720	-0.720	-0.218	0.502	0.000	18	negative	historical	romance	13	positive	futuristic	action
596.617	0.000	self	0.862	2	1.000	0.711	0.289	-0.280	0.289	-0.222	0.507	0.005	26	negative	futuristic	romance	1	positive	historical	romance
608.017	0.000	self	1.936	1	1.000	0.709	0.291	0.291	-0.324	-0.211	0.518	0.017	7	positive	historical	action	29	negative	futuristic	action
620.400	0.000	self	1.699	1	1.000	0.276	0.724	0.724	0.336	-0.199	0.530	0.005	21	negative	historical	action	1	positive	historical	romance
633.383	0.000	self	1.114	2	1.000	0.670	0.330	-0.331	0.330	-0.204	0.535	0.000	31	negative	futuristic	action	7	positive	historical	action
647.100	0.000	self	0.926	2	1.000	0.251	0.749	-0.749	0.749	-0.193	0.545	-0.011	11	positive	futuristic	romance	21	negative	historical	action
659.983	0.000	self	1.810	2	1.000	0.662	0.338	-0.761	0.338	-0.197	0.550	-0.015	11	positive	futuristic	romance	3	positive	historical	romance
673.183	0.000	self	1.325	2	1.000	0.257	0.743	-0.371	0.743	-0.186	0.560	-0.004	29	negative	futuristic	action	17	negative	historical	romance
