onset	duration	trial_type	response_time	choice	outcome	PE	Value_c	Value1	Value2	W1	W2	W3	stim_1	valence_1	setting_1	genre_1	stim_2	valence_2	setting_2	genre_2
325.250	0.000	self	2.958	2	0.000	-0.057	0.057	0.193	0.057	-0.035	0.090	-0.068	23	negative	historical	action	18	negative	historical	romance
338.600	0.000	self	NaN	NaN	0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	27	negative	futuristic	romance	3	positive	historical	romance
350.383	0.000	self	NaN	NaN	0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	27	negative	futuristic	romance	17	negative	historical	romance
362.350	0.000	self	1.763	2	0.000	0.193	-0.193	-0.055	-0.193	-0.035	0.089	-0.069	15	positive	futuristic	action	11	positive	futuristic	romance
374.383	0.000	self	1.571	1	1.000	1.013	-0.013	-0.013	-0.121	-0.033	0.087	-0.067	3	positive	historical	romance	26	negative	futuristic	romance
385.200	0.000	self	1.198	2	0.000	-0.175	0.175	0.064	0.175	-0.021	0.098	-0.055	17	negative	historical	romance	24	negative	historical	action
397.817	0.000	self	1.105	2	0.000	-0.024	0.024	0.169	0.024	-0.019	0.096	-0.053	24	negative	historical	action	4	positive	historical	romance
411.017	0.000	self	1.741	2	1.000	0.938	0.062	-0.169	0.062	-0.019	0.096	-0.054	9	positive	futuristic	romance	17	negative	historical	romance
424.650	0.000	self	1.341	2	1.000	0.820	0.180	-0.094	0.180	-0.030	0.107	-0.043	15	positive	futuristic	action	23	negative	historical	action
435.867	0.000	self	1.789	2	1.000	1.129	-0.129	-0.024	-0.129	-0.039	0.116	-0.052	30	negative	futuristic	action	27	negative	futuristic	romance
446.783	0.000	self	2.142	1	0.000	0.116	-0.116	-0.116	-0.195	-0.052	0.103	-0.040	14	positive	futuristic	action	11	positive	futuristic	romance
460.067	0.000	self	1.429	1	0.000	0.010	-0.010	-0.010	-0.092	-0.051	0.102	-0.041	32	negative	futuristic	action	27	negative	futuristic	romance
471.000	0.000	self	NaN	NaN	0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	11	positive	futuristic	romance	32	negative	futuristic	action
483.133	0.000	self	1.535	2	1.000	0.990	0.010	-0.193	0.010	-0.051	0.102	-0.041	11	positive	futuristic	romance	3	positive	historical	romance
497.150	0.000	self	1.228	2	1.000	0.897	0.103	-0.103	0.103	-0.040	0.113	-0.030	27	negative	futuristic	romance	5	positive	historical	action
510.850	0.000	self	2.407	2	0.000	0.192	-0.192	-0.054	-0.192	-0.029	0.123	-0.040	30	negative	futuristic	action	11	positive	futuristic	romance
522.933	0.000	self	1.408	2	1.000	0.869	0.131	0.056	0.131	-0.027	0.121	-0.038	3	positive	historical	romance	5	positive	historical	action
534.900	0.000	self	2.142	1	1.000	1.066	-0.066	-0.066	-0.101	-0.017	0.131	-0.048	32	negative	futuristic	action	14	positive	futuristic	action
548.483	0.000	self	1.925	2	1.000	0.911	0.089	0.029	0.089	-0.030	0.119	-0.060	4	positive	historical	romance	18	negative	historical	romance
560.533	0.000	self	1.306	2	1.000	0.960	0.040	-0.119	0.040	-0.040	0.129	-0.049	14	positive	futuristic	action	3	positive	historical	romance
573.217	0.000	self	2.399	1	1.000	0.851	0.149	0.149	-0.149	-0.029	0.140	-0.038	6	positive	historical	action	27	negative	futuristic	romance
585.733	0.000	self	1.451	1	1.000	0.879	0.121	0.121	-0.217	-0.019	0.149	-0.048	18	negative	historical	romance	11	positive	futuristic	romance
597.733	0.000	self	1.029	2	1.000	0.849	0.151	-0.151	0.151	-0.029	0.159	-0.038	14	positive	futuristic	action	18	negative	historical	romance
609.183	0.000	self	0.958	2	1.000	0.898	0.102	-0.158	0.102	-0.039	0.169	-0.028	26	negative	futuristic	romance	4	positive	historical	romance
620.633	0.000	self	1.492	1	1.000	0.810	0.190	0.190	-0.190	-0.029	0.179	-0.018	17	negative	historical	romance	15	positive	futuristic	action
633.117	0.000	self	2.375	2	1.000	0.783	0.217	-0.159	0.217	-0.038	0.188	-0.009	26	negative	futuristic	romance	17	negative	historical	romance
645.617	0.000	self	1.315	1	1.000	0.756	0.244	0.244	-0.151	-0.047	0.197	-0.000	23	negative	historical	action	27	negative	futuristic	romance
655.917	0.000	self	1.356	2	0.000	0.270	-0.270	-0.159	-0.270	-0.055	0.206	-0.009	26	negative	futuristic	romance	11	positive	futuristic	romance
668.317	0.000	self	1.177	2	1.000	0.751	0.249	-0.261	0.249	-0.052	0.203	-0.006	9	positive	futuristic	romance	18	negative	historical	romance
678.700	0.000	self	1.665	2	1.000	0.731	0.269	0.153	0.269	-0.061	0.211	0.003	3	positive	historical	romance	24	negative	historical	action
