onset	duration	trial_type	response_time	choice	outcome	PE	Value_c	Value1	Value2	W1	W2	W3	stim_1	valence_1	setting_1	genre_1	stim_2	valence_2	setting_2	genre_2
350.983	0.000	self	1.258	2	1.000	0.914	0.086	-0.019	0.086	-0.023	-0.033	0.076	32	negative	futuristic	action	11	positive	futuristic	romance
363.950	0.000	self	0.988	2	1.000	0.937	0.063	-0.094	0.063	-0.021	-0.036	0.079	22	negative	historical	action	19	negative	historical	romance
374.850	0.000	self	1.973	1	0.000	-0.091	0.091	0.091	0.138	-0.023	-0.033	0.081	12	positive	futuristic	romance	26	negative	futuristic	romance
386.133	0.000	self	0.907	2	1.000	0.928	0.072	0.138	0.072	-0.024	-0.033	0.081	25	negative	futuristic	romance	19	negative	historical	romance
399.883	0.000	self	0.893	1	1.000	0.920	0.080	0.080	0.027	-0.026	-0.030	0.084	19	negative	historical	romance	3	positive	historical	romance
411.067	0.000	self	1.365	2	1.000	0.915	0.085	-0.087	0.085	-0.029	-0.028	0.086	14	positive	futuristic	action	12	positive	futuristic	romance
422.917	0.000	self	1.331	1	1.000	1.032	-0.032	-0.032	-0.146	-0.026	-0.030	0.089	30	negative	futuristic	action	8	positive	historical	action
437.500	0.000	self	1.613	1	1.000	0.977	0.023	0.023	-0.023	-0.029	-0.033	0.086	3	positive	historical	romance	30	negative	futuristic	action
451.517	0.000	self	0.868	2	1.000	1.093	-0.093	-0.146	-0.093	-0.026	-0.031	0.089	8	positive	historical	action	23	negative	historical	action
464.517	0.000	self	1.404	2	1.000	0.912	0.088	-0.143	0.088	-0.030	-0.027	0.086	7	positive	historical	action	19	negative	historical	romance
476.750	0.000	self	1.831	2	0.000	0.031	-0.031	0.145	-0.031	-0.032	-0.025	0.088	26	negative	futuristic	romance	30	negative	futuristic	action
489.683	0.000	self	1.719	1	1.000	0.969	0.031	0.031	-0.095	-0.032	-0.025	0.088	3	positive	historical	romance	14	positive	futuristic	action
502.967	0.000	self	1.242	1	0.000	-0.039	0.039	0.039	-0.039	-0.029	-0.022	0.091	4	positive	historical	romance	30	negative	futuristic	action
516.183	0.000	self	1.102	1	1.000	0.902	0.098	0.098	-0.098	-0.030	-0.022	0.091	19	negative	historical	romance	14	positive	futuristic	action
527.850	0.000	self	1.500	1	1.000	0.919	0.081	0.081	-0.081	-0.032	-0.020	0.093	12	positive	futuristic	romance	23	negative	historical	action
538.567	0.000	self	1.266	2	1.000	0.897	0.103	-0.044	0.103	-0.030	-0.022	0.096	30	negative	futuristic	action	19	negative	historical	romance
549.483	0.000	self	1.251	2	1.000	0.953	0.047	-0.111	0.047	-0.032	-0.020	0.099	14	positive	futuristic	action	4	positive	historical	romance
561.317	0.000	self	1.011	2	1.000	0.886	0.114	-0.148	0.114	-0.029	-0.017	0.101	8	positive	historical	action	19	negative	historical	romance
573.550	0.000	self	2.071	1	0.000	0.087	-0.087	-0.087	0.150	-0.032	-0.015	0.104	22	negative	historical	action	26	negative	futuristic	romance
585.833	0.000	self	0.824	2	1.000	0.850	0.150	-0.150	0.150	-0.032	-0.014	0.104	8	positive	historical	action	25	negative	futuristic	romance
598.283	0.000	self	NaN	NaN	0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3	positive	historical	romance	8	positive	historical	action
609.284	0.000	self	NaN	NaN	0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	32	negative	futuristic	action	25	negative	futuristic	romance
620.717	0.000	self	NaN	NaN	0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	7	positive	historical	action	16	positive	futuristic	action
633.933	0.000	self	NaN	NaN	0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	16	positive	futuristic	action	22	negative	historical	action
NaN	0.000	self	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3	positive	historical	romance	22	negative	historical	action
NaN	0.000	self	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	17	negative	historical	romance	22	negative	historical	action
NaN	0.000	self	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	25	negative	futuristic	romance	30	negative	futuristic	action
NaN	0.000	self	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	30	negative	futuristic	action	14	positive	futuristic	action
