onset	duration	trial_type	response_time	choice	outcome	PE	Value_c	Value1	Value2	W1	W2	W3	stim_1	valence_1	setting_1	genre_1	stim_2	valence_2	setting_2	genre_2
433.267	0.000	self	1.218	2	1.000	1.009	-0.009	-0.347	-0.009	-0.178	0.147	-0.022	11	positive	futuristic	romance	7	positive	historical	action
447.517	0.000	self	1.590	1	1.000	0.960	0.040	0.040	-0.040	-0.161	0.163	-0.039	7	positive	historical	action	27	negative	futuristic	romance
458.467	0.000	self	1.968	1	1.000	1.021	-0.021	-0.021	-0.088	-0.146	0.179	-0.055	1	positive	historical	romance	27	negative	futuristic	romance
471.717	0.000	self	0.850	1	1.000	0.971	0.029	0.029	-0.287	-0.129	0.195	-0.038	3	positive	historical	romance	14	positive	futuristic	action
483.717	0.000	self	1.043	2	1.000	0.697	0.303	-0.346	0.303	-0.113	0.211	-0.022	10	positive	futuristic	romance	17	negative	historical	romance
494.533	0.000	self	2.017	2	0.000	0.088	-0.088	-0.109	-0.088	-0.125	0.223	-0.011	27	negative	futuristic	romance	29	negative	futuristic	action
506.183	0.000	self	2.134	1	1.000	0.641	0.359	0.359	0.107	-0.126	0.221	-0.012	24	negative	historical	action	6	positive	historical	action
517.967	0.000	self	NaN	NaN	0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	7	positive	historical	action	1	positive	historical	romance
531.550	0.000	self	1.720	2	1.000	0.654	0.346	-0.346	0.346	-0.136	0.232	-0.022	14	positive	futuristic	action	18	negative	historical	romance
543.950	0.000	self	2.242	2	1.000	1.107	-0.107	-0.401	-0.107	-0.147	0.242	-0.012	10	positive	futuristic	romance	26	negative	futuristic	romance
557.200	0.000	self	1.280	2	1.000	0.604	0.396	0.066	0.396	-0.165	0.224	0.006	3	positive	historical	romance	17	negative	historical	romance
569.533	0.000	self	1.059	1	1.000	0.574	0.426	0.426	-0.075	-0.175	0.234	0.016	18	negative	historical	romance	31	negative	futuristic	action
580.533	0.000	self	1.393	2	1.000	0.966	0.034	-0.085	0.034	-0.185	0.244	0.026	29	negative	futuristic	action	6	positive	historical	action
591.417	0.000	self	0.872	2	1.000	0.919	0.081	-0.438	0.081	-0.169	0.259	0.010	13	positive	futuristic	action	6	positive	historical	action
602.233	0.000	self	1.145	1	1.000	0.567	0.433	0.433	-0.126	-0.154	0.275	-0.005	21	negative	historical	action	26	negative	futuristic	romance
613.783	0.000	self	NaN	NaN	0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	29	negative	futuristic	action	26	negative	futuristic	romance
625.650	0.000	self	1.758	1	1.000	0.865	0.135	0.135	-0.135	-0.163	0.284	-0.014	7	positive	historical	action	26	negative	futuristic	romance
637.833	0.000	self	1.556	2	1.000	0.582	0.418	0.121	0.418	-0.149	0.298	-0.029	1	positive	historical	romance	18	negative	historical	romance
650.050	0.000	self	0.886	2	1.000	0.832	0.168	-0.168	0.168	-0.158	0.307	-0.019	26	negative	futuristic	romance	6	positive	historical	action
660.267	0.000	self	1.276	1	1.000	0.502	0.498	0.498	-0.144	-0.145	0.321	-0.033	21	negative	historical	action	29	negative	futuristic	action
671.600	0.000	self	1.197	2	1.000	0.559	0.441	-0.217	0.441	-0.153	0.329	-0.041	27	negative	futuristic	romance	18	negative	historical	romance
