onset	duration	trial_type	response_time	choice	outcome	PE	Value_c	Value1	Value2	W1	W2	W3	stim_1	valence_1	setting_1	genre_1	stim_2	valence_2	setting_2	genre_2
210.431	0.000	self	2.330	2	0.000	-0.478	0.478	0.229	0.478	0.125	0.155	-0.198	22	negative	historical	action	7	positive	historical	action
223.114	0.000	self	1.428	1	1.000	0.930	0.070	0.070	-0.441	0.112	0.143	-0.186	4	positive	historical	romance	27	negative	futuristic	romance
233.631	0.000	self	1.137	2	1.000	0.808	0.192	0.131	0.192	0.136	0.167	-0.162	14	positive	futuristic	action	23	negative	historical	action
244.347	0.000	self	2.089	1	1.000	1.110	-0.110	-0.110	-0.255	0.116	0.188	-0.182	19	negative	historical	romance	9	positive	futuristic	romance
256.564	0.000	self	1.370	2	1.000	1.024	-0.024	-0.457	-0.024	0.087	0.217	-0.154	27	negative	futuristic	romance	20	negative	historical	romance
269.131	0.000	self	1.354	1	1.000	0.944	0.056	0.056	-0.431	0.060	0.243	-0.127	19	negative	historical	romance	28	negative	futuristic	romance
281.081	0.000	self	1.283	1	0.000	-0.334	0.334	0.334	-0.129	0.036	0.268	-0.103	23	negative	historical	action	16	positive	futuristic	action
291.597	0.000	self	2.742	2	1.000	0.880	0.120	0.309	0.120	0.045	0.259	-0.094	23	negative	historical	action	20	negative	historical	romance
304.631	0.000	self	1.854	2	1.000	0.625	0.375	-0.331	0.375	0.022	0.282	-0.071	9	positive	futuristic	romance	6	positive	historical	action
316.581	0.000	self	1.678	1	0.000	-0.172	0.172	0.172	0.248	0.038	0.298	-0.088	20	negative	historical	romance	4	positive	historical	romance
326.947	0.000	self	2.804	2	1.000	0.756	0.244	-0.159	0.244	0.042	0.293	-0.092	16	positive	futuristic	action	2	positive	historical	romance
339.881	0.000	self	1.264	1	1.000	0.697	0.303	0.303	-0.303	0.062	0.313	-0.072	4	positive	historical	romance	29	negative	futuristic	action
353.147	0.000	self	2.670	2	1.000	0.534	0.466	0.196	0.466	0.080	0.331	-0.054	19	negative	historical	romance	7	positive	historical	action
364.014	0.000	self	2.489	1	1.000	0.630	0.370	0.370	0.319	0.094	0.345	-0.068	2	positive	historical	romance	22	negative	historical	action
375.881	0.000	self	1.241	2	1.000	0.477	0.523	-0.303	0.523	0.110	0.361	-0.052	9	positive	futuristic	romance	7	positive	historical	action
388.281	0.000	self	1.137	1	1.000	0.685	0.315	0.315	-0.560	0.123	0.373	-0.064	23	negative	historical	action	27	negative	futuristic	romance
401.597	0.000	self	0.845	1	1.000	0.422	0.578	0.578	-0.204	0.105	0.391	-0.082	6	positive	historical	action	14	positive	futuristic	action
414.231	0.000	self	1.462	1	1.000	0.575	0.425	0.425	-0.379	0.116	0.402	-0.093	2	positive	historical	romance	9	positive	futuristic	romance
428.464	0.000	self	2.597	2	0.000	0.469	-0.469	-0.364	-0.469	0.131	0.417	-0.078	11	positive	futuristic	romance	29	negative	futuristic	action
440.564	0.000	self	2.569	2	0.000	0.377	-0.377	0.196	-0.377	0.118	0.405	-0.090	20	negative	historical	romance	11	positive	futuristic	romance
453.164	0.000	self	0.943	2	1.000	0.396	0.604	-0.604	0.604	0.128	0.395	-0.080	27	negative	futuristic	romance	6	positive	historical	action
467.547	0.000	self	1.241	1	1.000	0.366	0.634	0.634	-0.634	0.138	0.405	-0.091	6	positive	historical	action	28	negative	futuristic	romance
480.564	0.000	self	1.040	1	1.000	0.538	0.462	0.462	-0.462	0.148	0.415	-0.100	4	positive	historical	romance	30	negative	futuristic	action
492.847	0.000	self	1.210	1	1.000	0.323	0.677	0.677	0.181	0.162	0.429	-0.086	7	positive	historical	action	20	negative	historical	romance
505.331	0.000	self	1.007	2	1.000	0.828	0.172	-0.513	0.172	0.170	0.437	-0.095	29	negative	futuristic	action	19	negative	historical	romance
516.447	0.000	self	1.342	1	1.000	0.320	0.680	0.680	0.383	0.149	0.458	-0.073	7	positive	historical	action	23	negative	historical	action
530.881	0.000	self	1.495	2	1.000	0.458	0.542	0.228	0.542	0.157	0.467	-0.081	20	negative	historical	romance	2	positive	historical	romance
541.781	0.000	self	2.682	2	1.000	0.760	0.240	-0.240	0.240	0.169	0.479	-0.070	16	positive	futuristic	action	20	negative	historical	romance
555.714	0.000	self	1.522	2	1.000	0.701	0.299	-0.399	0.299	0.149	0.498	-0.050	9	positive	futuristic	romance	20	negative	historical	romance
567.514	0.000	self	1.404	2	1.000	0.384	0.616	-0.353	0.616	0.131	0.516	-0.032	16	positive	futuristic	action	4	positive	historical	romance
578.914	0.000	self	0.954	2	1.000	0.593	0.407	-0.645	0.407	0.141	0.526	-0.022	30	negative	futuristic	action	22	negative	historical	action
592.047	0.000	self	2.883	2	0.000	0.705	-0.705	-0.630	-0.705	0.126	0.542	-0.037	30	negative	futuristic	action	28	negative	futuristic	romance
603.897	0.000	self	2.033	2	1.000	0.565	0.435	-0.612	0.435	0.107	0.523	-0.019	30	negative	futuristic	action	23	negative	historical	action
617.181	0.000	self	0.961	2	1.000	0.588	0.412	-0.412	0.412	0.093	0.538	-0.034	14	positive	futuristic	action	19	negative	historical	romance
628.664	0.000	self	0.979	2	1.000	0.388	0.612	-0.494	0.612	0.078	0.553	-0.018	9	positive	futuristic	romance	4	positive	historical	romance
642.481	0.000	self	0.887	1	1.000	0.341	0.659	0.659	-0.467	0.088	0.563	-0.008	6	positive	historical	action	16	positive	futuristic	action
653.147	0.000	self	1.052	1	1.000	0.314	0.686	0.686	0.493	0.096	0.572	-0.017	6	positive	historical	action	22	negative	historical	action
664.981	0.000	self	2.558	2	1.000	0.341	0.659	-0.501	0.659	0.105	0.580	-0.025	11	positive	futuristic	romance	2	positive	historical	romance
676.247	0.000	self	2.645	1	1.000	0.314	0.686	0.686	0.492	0.113	0.589	-0.017	4	positive	historical	romance	23	negative	historical	action
